Code,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
DTG-TPC-TPC0144-5000-NV-XL,2020,,Get Over It Tee - Navy,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/get-over-it-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0144-Get_Over_It-M2.jpg?v=1571426612,"<p><span>America is ready for Congress to get back to work. </span><span>No more WITCH HUNTS!</span></p>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><span>President Trump won in 2016 and he is going to win even bigger in 2020.</span></p>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><span>GET OVER IT and get on with it!</span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Limited Edition. While supplies last.</li>
<li>Proudly Made in USA</li>
</ul>
<p><span> </span></p>"
DTG-TPC-TPC0144-5000-NV-2X,2020,,Get Over It Tee - Navy,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/get-over-it-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0144-Get_Over_It-M2.jpg?v=1571426612,"<p><span>America is ready for Congress to get back to work. </span><span>No more WITCH HUNTS!</span></p>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><span>President Trump won in 2016 and he is going to win even bigger in 2020.</span></p>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><span>GET OVER IT and get on with it!</span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Limited Edition. While supplies last.</li>
<li>Proudly Made in USA</li>
</ul>
<p><span> </span></p>"
DTG-TPC-TPC0144-5000-NV-3X,2020,,Get Over It Tee - Navy,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/get-over-it-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0144-Get_Over_It-M2.jpg?v=1571426612,"<p><span>America is ready for Congress to get back to work. </span><span>No more WITCH HUNTS!</span></p>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><span>President Trump won in 2016 and he is going to win even bigger in 2020.</span></p>
<p><span class=""c-mrkdwn__br"" data-stringify-type=""paragraph-break""></span><span>GET OVER IT and get on with it!</span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Limited Edition. While supplies last.</li>
<li>Proudly Made in USA</li>
</ul>
<p><span> </span></p>"
OS-TPC-TPC0155-602-2160-CAMO,2020,,USA Camo Dog Bandana,Default Title,15.00,Yes,https://shop.donaldjtrump.com/products/usa-camo-dog-bandana,https://cdn.shopify.com/s/files/1/1427/9954/products/0155-Pet_Bandana.jpg?v=1572376838,"<p>In honor of all the great dogs who serve our country, show your support with this USA camo dog bandana.</p>
<p>The Trump Campaign salutes our 4-legged heroes!</p>
<p><strong style=""background-color: #ffff00;"">Please allow an extra 10-12 days for delivery.</strong></p>
<ul>
<li>50/50 poly/cotton</li>
<li>22"" x 22"" x 29""</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0129-5040-OLV-S,2020,,Official Trump 2020 Tonal Tee - Olive,Small,30.00,Yes,https://shop.donaldjtrump.com/products/official-trump-2020-tonal-tee-olive-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0128-Olive-Tonal-F.png?v=1572476511,"<p>A bold statement to show you’re on board with Trump’s promise to Keep America Great!</p>
<ul>
<li>Unisex sizing</li>
<li>Tone-on-tone imprint</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>
<ul></ul>"
SP-TPC-TPC0129-5040-OLV-M,2020,,Official Trump 2020 Tonal Tee - Olive,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/official-trump-2020-tonal-tee-olive-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0128-Olive-Tonal-F.png?v=1572476511,"<p>A bold statement to show you’re on board with Trump’s promise to Keep America Great!</p>
<ul>
<li>Unisex sizing</li>
<li>Tone-on-tone imprint</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>
<ul></ul>"
SP-TPC-TPC0129-5040-OLV-L,2020,,Official Trump 2020 Tonal Tee - Olive,Large,30.00,Yes,https://shop.donaldjtrump.com/products/official-trump-2020-tonal-tee-olive-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0128-Olive-Tonal-F.png?v=1572476511,"<p>A bold statement to show you’re on board with Trump’s promise to Keep America Great!</p>
<ul>
<li>Unisex sizing</li>
<li>Tone-on-tone imprint</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>
<ul></ul>"
SP-TPC-TPC0129-5040-OLV-XL,2020,,Official Trump 2020 Tonal Tee - Olive,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/official-trump-2020-tonal-tee-olive-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0128-Olive-Tonal-F.png?v=1572476511,"<p>A bold statement to show you’re on board with Trump’s promise to Keep America Great!</p>
<ul>
<li>Unisex sizing</li>
<li>Tone-on-tone imprint</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>
<ul></ul>"
SP-TPC-TPC0129-5040-OLV-2X,2020,,Official Trump 2020 Tonal Tee - Olive,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/official-trump-2020-tonal-tee-olive-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0128-Olive-Tonal-F.png?v=1572476511,"<p>A bold statement to show you’re on board with Trump’s promise to Keep America Great!</p>
<ul>
<li>Unisex sizing</li>
<li>Tone-on-tone imprint</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>
<ul></ul>"
SP-TPC-TPC0129-5040-OLV-3X,2020,,Official Trump 2020 Tonal Tee - Olive,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/official-trump-2020-tonal-tee-olive-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0128-Olive-Tonal-F.png?v=1572476511,"<p>A bold statement to show you’re on board with Trump’s promise to Keep America Great!</p>
<ul>
<li>Unisex sizing</li>
<li>Tone-on-tone imprint</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>
<ul></ul>"
SP-TPC-TPC0055-5060-NV-S,2020,,Trump-Pence 2020 Long Sleeve Tee - Navy,Small,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-long-sleeve-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0055-5060-Navy-M-LS-R.png?v=1580917200,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0055-5060-NV-M,2020,,Trump-Pence 2020 Long Sleeve Tee - Navy,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-long-sleeve-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0055-5060-Navy-M-LS-R.png?v=1580917200,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0055-5060-NV-L,2020,,Trump-Pence 2020 Long Sleeve Tee - Navy,Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-long-sleeve-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0055-5060-Navy-M-LS-R.png?v=1580917200,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0055-5060-NV-XL,2020,,Trump-Pence 2020 Long Sleeve Tee - Navy,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-long-sleeve-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0055-5060-Navy-M-LS-R.png?v=1580917200,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0055-5060-NV-2X,2020,,Trump-Pence 2020 Long Sleeve Tee - Navy,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-long-sleeve-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0055-5060-Navy-M-LS-R.png?v=1580917200,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0055-5060-NV-3X,2020,,Trump-Pence 2020 Long Sleeve Tee - Navy,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-long-sleeve-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0055-5060-Navy-M-LS-R.png?v=1580917200,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0136-5040-WH-S,2020,,Cops for Trump Tee,Small,25.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/TPC0136-CopsforTrump-M.jpg?v=1571091813,"<p>Proudly wear the official Cops for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0136-5040-WH-M,2020,,Cops for Trump Tee,Medium,25.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/TPC0136-CopsforTrump-M.jpg?v=1571091813,"<p>Proudly wear the official Cops for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0136-5040-WH-L,2020,,Cops for Trump Tee,Large,25.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/TPC0136-CopsforTrump-M.jpg?v=1571091813,"<p>Proudly wear the official Cops for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0136-5040-WH-XL,2020,,Cops for Trump Tee,X-Large,25.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/TPC0136-CopsforTrump-M.jpg?v=1571091813,"<p>Proudly wear the official Cops for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0136-5040-WH-2X,2020,,Cops for Trump Tee,2XL,25.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/TPC0136-CopsforTrump-M.jpg?v=1571091813,"<p>Proudly wear the official Cops for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0136-5040-WH-3X,2020,,Cops for Trump Tee,3XL,25.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/TPC0136-CopsforTrump-M.jpg?v=1571091813,"<p>Proudly wear the official Cops for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
EMB-TPC-TPC0127-PAT15-NV-OS,2020,,American Worker Hat - Navy,Default Title,30.00,Yes,https://shop.donaldjtrump.com/products/american-worker-hat-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/0127-American_Worker-Front.jpg?v=1572561888,"<p>American workers are strong, proud, hard-working and dedicated to Keep America Great. Show your support with our American Worker hat.</p>
<ul>
<li>Embroidered American Worker logo on front</li>
<li>Embroidered Trump2020 on back</li>
<li>Embroidered American flag on left side</li>
<li>Plastic Snap Closure</li>
<li>Proudly Made in USA</li>
</ul>"
OS-TPC-TPC0120-POSTER-24x36,2020,,Donald J. Trump Limited Edition Fine Art Poster,Default Title,24.00,Yes,https://shop.donaldjtrump.com/products/donald-j-trump-limited-edition-fine-art-print,https://cdn.shopify.com/s/files/1/1427/9954/products/Super_T-Disclaimer.jpg?v=1568811927,"<p><span></span><span>Get your exclusive Donald J. Trump Limited Edition Fine Art Poster.</span></p>
<ul>
<li><span>Extra large 24"" x 36"" poster</span></li>
<li><span>Proudly Made in USA</span></li>
</ul>"
OS-TPC-TPC0113-1700-BK,2020,,Official Donald J. Trump Fine Point Markers,Default Title,15.00,Yes,https://shop.donaldjtrump.com/products/official-donald-trump-fine-point-marker,https://cdn.shopify.com/s/files/1/1427/9954/products/Marker.png?v=1583277006,"<p>Set the record straight! Get your set of Official Donald J. Trump fine point markers today!</p>
<ul>
<li>Donald J Trump signature in gold</li>
<li>Permanent ink fine tip marker</li>
<li>Non-toxic</li>
<li>Set of 5 markers</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0054-5040-WH-S,2020,,Trump-Pence 2020 Tee - White,Small,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-white-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_3160-Edit-Edit_4f82de2e-7ff5-47c7-86d7-aadc62fca1d5.jpg?v=1573313291,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0054-5040-WH-M,2020,,Trump-Pence 2020 Tee - White,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-white-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_3160-Edit-Edit_4f82de2e-7ff5-47c7-86d7-aadc62fca1d5.jpg?v=1573313291,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0054-5040-WH-L,2020,,Trump-Pence 2020 Tee - White,Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-white-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_3160-Edit-Edit_4f82de2e-7ff5-47c7-86d7-aadc62fca1d5.jpg?v=1573313291,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0054-5040-WH-XL,2020,,Trump-Pence 2020 Tee - White,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-white-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_3160-Edit-Edit_4f82de2e-7ff5-47c7-86d7-aadc62fca1d5.jpg?v=1573313291,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0054-5040-WH-2X,2020,,Trump-Pence 2020 Tee - White,2XL,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-white-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_3160-Edit-Edit_4f82de2e-7ff5-47c7-86d7-aadc62fca1d5.jpg?v=1573313291,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0054-5040-WH-3X,2020,,Trump-Pence 2020 Tee - White,3XL,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-white-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_3160-Edit-Edit_4f82de2e-7ff5-47c7-86d7-aadc62fca1d5.jpg?v=1573313291,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
TPC-0022-PAT15-NV-OS-LA,2020,,Official MAGA 2020 Cap - Navy,Default Title,40.00,Yes,https://shop.donaldjtrump.com/products/maga-2020-cap-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2961-Edit.jpg?v=1573261144,"<p><span style=""font-weight: 400;"">Get your Official MAGA 2020 hat today to show you support our great President! </span></p>
<p>• Embroidered MAGA 2020 logo on front<br>• Plastic Snap Closure<br>• Proudly Made in USA</p>
<ul></ul>"
OS-TPC-TPC0135-RALLY-WH-19R,2020,,Cops for Trump Rally Sign - Set of 2,Default Title,10.00,Yes,https://shop.donaldjtrump.com/products/cops-for-trump-rally-sign-set-of-2,https://cdn.shopify.com/s/files/1/1427/9954/products/0135-CopsForTrumpRallySigns-1.png?v=1585066479,"<p>Be ready for your next rally or party with an official Cops for Trump Rally Sign. Proudly show your support for our great President! Set of 2.</p>
<ul>
<li><span>19"" wide x 13"" high</span></li>
<li><span>Double-Sided</span></li>
<li><span>Indoor Use Only</span></li>
<li>
<span>Proudly Made in </span><span>USA</span>
</li>
</ul>"
TPC-0108-70030-RD-OS-LA,2020,,Trump Straws - Pack of 10,Default Title,15.00,Yes,https://shop.donaldjtrump.com/products/trump-straws,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_4156-Edit-Edit.jpg?v=1573261499,"<div><span>Liberal paper straws don’t work. STAND WITH PRESIDENT TRUMP and buy your pack of recyclable straws today.</span></div>
<div><span></span></div>
<div>
<ul>
<li>BPA free</li>
<li>Reusable &amp; Recyclable</li>
<li>9"" long</li>
<li>Pack of 10 identical straws as shown</li>
<li>Laser engraved</li>
<li>Made in USA</li>
</ul>
</div>"
SP-TPC-TPC0055-5000-NV-S,2020,,Trump-Pence 2020 Tee - Navy,Small,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-navy-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1305-Edit-Edit_b9d9332d-14a5-40a9-8be6-d27144dbdc77.jpg?v=1573314032,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0055-5000-NV-M,2020,,Trump-Pence 2020 Tee - Navy,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-navy-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1305-Edit-Edit_b9d9332d-14a5-40a9-8be6-d27144dbdc77.jpg?v=1573314032,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0055-5000-NV-L,2020,,Trump-Pence 2020 Tee - Navy,Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-navy-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1305-Edit-Edit_b9d9332d-14a5-40a9-8be6-d27144dbdc77.jpg?v=1573314032,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0055-5000-NV-XL,2020,,Trump-Pence 2020 Tee - Navy,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-navy-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1305-Edit-Edit_b9d9332d-14a5-40a9-8be6-d27144dbdc77.jpg?v=1573314032,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0055-5000-NV-2X,2020,,Trump-Pence 2020 Tee - Navy,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-navy-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1305-Edit-Edit_b9d9332d-14a5-40a9-8be6-d27144dbdc77.jpg?v=1573314032,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0055-5000-NV-3X,2020,,Trump-Pence 2020 Tee - Navy,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-navy-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1305-Edit-Edit_b9d9332d-14a5-40a9-8be6-d27144dbdc77.jpg?v=1573314032,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% cotton) construction</li>
<li>Durable rib neckband</li>
<li>Proudly Made in USA</li>
</ul>"
TPC-0029-EB120L-PHOTO-3-LA,2020,,Trump 2020 Photo Buttons - Set of 2,Default Title,5.00,Yes,https://shop.donaldjtrump.com/products/trump-2020-photo-buttons-set-of-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_1917-Edit.jpg?v=1573314999,"Show you are on Team Trump in 2020 with these iconic photo buttons of our great President.<br><br>• 3"" diameter<br>• Safety pin back<br>• Set of 2 identical buttons<br>• Proudly Made in USA"
SP-TPC-TPC0056-5040-BK-S,2020,,Trump-Pence 2020 Tee - Black,Small,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-black-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2618-Edit-Edit_4fb6a115-c3d3-4b46-8d91-13f9dbe46f95.jpg?v=1573314226,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0056-5040-BK-M,2020,,Trump-Pence 2020 Tee - Black,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-black-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2618-Edit-Edit_4fb6a115-c3d3-4b46-8d91-13f9dbe46f95.jpg?v=1573314226,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0056-5040-BK-L,2020,,Trump-Pence 2020 Tee - Black,Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-black-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2618-Edit-Edit_4fb6a115-c3d3-4b46-8d91-13f9dbe46f95.jpg?v=1573314226,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0056-5040-BK-XL,2020,,Trump-Pence 2020 Tee - Black,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-black-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2618-Edit-Edit_4fb6a115-c3d3-4b46-8d91-13f9dbe46f95.jpg?v=1573314226,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0056-5040-BK-2X,2020,,Trump-Pence 2020 Tee - Black,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-black-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2618-Edit-Edit_4fb6a115-c3d3-4b46-8d91-13f9dbe46f95.jpg?v=1573314226,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
SP-TPC-TPC0056-5040-BK-3X,2020,,Trump-Pence 2020 Tee - Black,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/trump-pence-2020-tee-black-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2618-Edit-Edit_4fb6a115-c3d3-4b46-8d91-13f9dbe46f95.jpg?v=1573314226,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>"
OS-TPC-TPC0081-157-BL-24x18,2020,,Official Trump-Pence 2020 Yard Sign - Blue - Set of 2,Default Title,20.00,Yes,https://shop.donaldjtrump.com/products/official-trump-pence-2020-yard-sign-blue-set-of-2,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2494-Edit.jpg?v=1593556124,"<p>Show your neighbors you support America’s Winning Ticket with these commemorative 2020 campaign yard signs.</p>
<p><span>• Corrugated Plastic</span><br><span>• 2-Color, 2-Sided Imprint</span><br><span>• Includes 10"" x 30"" Wire Stakes</span><br><span>• Indoor or outdoor use</span><br><span>• Proudly Made in </span>USA</p>
<ul></ul>"
EMB-TPC-TPC0101-3660-CH-OS,2020,,Latinos for Trump Hat,Default Title,35.00,Yes,https://shop.donaldjtrump.com/products/latinos-for-trump-hat,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2826-Edit.jpg?v=1572998787,"<p>Proudly wear your official Latinos for Trump hat and show your support for our great President.</p>
<p><span>• 100% cotton</span><br><span>• 6-panel constructed crown</span><br><span>• Hook &amp; loop</span><span> closure</span><br><span>• Pre-curved bill</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0102-2456-NV-XS,2020,,Women for Trump V-Neck Tee - Navy,X-SMALL,30.00,Yes,https://shop.donaldjtrump.com/products/women-for-trump-v-neck-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2060-Edit.jpg?v=1573314426,"<p>Proudly wear your official Women for Trump V-Neck Tee and let everyone know you support our great President.</p>
<ul>
<li>Unisex sizing </li>
<li>100% ringspun combed cotton</li>
<li>Durable neckband</li>
<li>V-neck</li>
<li>Made in USA</li>
</ul>"
SP-TPC-TPC0102-2456-NV-S,2020,,Women for Trump V-Neck Tee - Navy,SMALL,30.00,Yes,https://shop.donaldjtrump.com/products/women-for-trump-v-neck-tee-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/JRP_2060-Edit.jpg?v=1573314426,"<p>Proudly wear your official Women for Trump V-Neck Tee and let everyone know you support our great President.</p>
<ul>
<li>Unisex sizing </li>
<li>100% ringspun combed cotton</li>
<li>Durable neckband</li>
<li>V-neck</li>
<li>Made in USA</li>
</ul>"
