Code,Collection,Category,Name,Variant Name,Price,In Stock,URL,Image URL,Body
OS-TPC-TPC0265-EB100L-WH-2.5,2020,,Asian Pacific Americans for Trump Buttons - Set of 2,Default Title,5.00,Yes,https://shop.donaldjtrump.com/products/asian-pacific-american-for-trump-buttons-set-of-2,https://cdn.shopify.com/s/files/1/1427/9954/products/0265-APAButtons.jpg?v=1590692979,"<p>Show your support of our great President with the Asian Pacific Americans for Trump official button. Set of 2.</p>
<ul>
<li><span>2.5"" diameter</span></li>
<li><span>Safety pin back</span></li>
<li>
<span></span>Set of 2 identical buttons</li>
<li><span>Proudly Made in USA</span></li>
</ul>"
SP-TPC-TPC0266-5040-WH-S,2020,,Asian Pacific Americans for Trump Tee,Small,25.00,Yes,https://shop.donaldjtrump.com/products/copy-of-asian-pacific-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0266-5040-WH-F.jpg?v=1590793980,"<p>Proudly wear the official Asian Pacific Americans for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0266-5040-WH-M,2020,,Asian Pacific Americans for Trump Tee,Medium,25.00,Yes,https://shop.donaldjtrump.com/products/copy-of-asian-pacific-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0266-5040-WH-F.jpg?v=1590793980,"<p>Proudly wear the official Asian Pacific Americans for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0266-5040-WH-L,2020,,Asian Pacific Americans for Trump Tee,Large,25.00,Yes,https://shop.donaldjtrump.com/products/copy-of-asian-pacific-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0266-5040-WH-F.jpg?v=1590793980,"<p>Proudly wear the official Asian Pacific Americans for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0266-5040-WH-XL,2020,,Asian Pacific Americans for Trump Tee,X-Large,25.00,Yes,https://shop.donaldjtrump.com/products/copy-of-asian-pacific-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0266-5040-WH-F.jpg?v=1590793980,"<p>Proudly wear the official Asian Pacific Americans for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0266-5040-WH-2X,2020,,Asian Pacific Americans for Trump Tee,2XL,27.50,Yes,https://shop.donaldjtrump.com/products/copy-of-asian-pacific-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0266-5040-WH-F.jpg?v=1590793980,"<p>Proudly wear the official Asian Pacific Americans for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0266-5040-WH-3X,2020,,Asian Pacific Americans for Trump Tee,3XL,30.00,Yes,https://shop.donaldjtrump.com/products/copy-of-asian-pacific-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0266-5040-WH-F.jpg?v=1590793980,"<p>Proudly wear the official Asian Pacific Americans for Trump Tee and show your support for our great President.</p>
<p><span>• Fine Jersey (100% cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
DTG-TPC-TPC0272-1800-WHRD-S,2020,,Trump Pride 2020 Ringer Tee,Small,30.00,No,https://shop.donaldjtrump.com/products/trump-pride-2020-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0272-TrumpPride2020.jpg?v=1592936046,"<p><span>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!</span></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0272-1800-WHRD-M,2020,,Trump Pride 2020 Ringer Tee,Medium,30.00,No,https://shop.donaldjtrump.com/products/trump-pride-2020-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0272-TrumpPride2020.jpg?v=1592936046,"<p><span>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!</span></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0272-1800-WHRD-L,2020,,Trump Pride 2020 Ringer Tee,Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pride-2020-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0272-TrumpPride2020.jpg?v=1592936046,"<p><span>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!</span></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0272-1800-WHRD-XL,2020,,Trump Pride 2020 Ringer Tee,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-pride-2020-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0272-TrumpPride2020.jpg?v=1592936046,"<p><span>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!</span></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0272-1800-WHRD-2X,2020,,Trump Pride 2020 Ringer Tee,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/trump-pride-2020-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0272-TrumpPride2020.jpg?v=1592936046,"<p><span>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!</span></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0272-1800-WHRD-3X,2020,,Trump Pride 2020 Ringer Tee,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/trump-pride-2020-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0272-TrumpPride2020.jpg?v=1592936046,"<p><span>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!</span></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0273-1800-WHRD-S,2020,,Trump Make America Great Again Pride Ringer Tee,Small,30.00,No,https://shop.donaldjtrump.com/products/trump-keep-america-great-pride-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0273-TrumpMAGAPride.jpg?v=1592935805,"<p>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!<br></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0273-1800-WHRD-M,2020,,Trump Make America Great Again Pride Ringer Tee,Medium,30.00,No,https://shop.donaldjtrump.com/products/trump-keep-america-great-pride-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0273-TrumpMAGAPride.jpg?v=1592935805,"<p>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!<br></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0273-1800-WHRD-L,2020,,Trump Make America Great Again Pride Ringer Tee,Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-keep-america-great-pride-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0273-TrumpMAGAPride.jpg?v=1592935805,"<p>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!<br></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0273-1800-WHRD-XL,2020,,Trump Make America Great Again Pride Ringer Tee,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/trump-keep-america-great-pride-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0273-TrumpMAGAPride.jpg?v=1592935805,"<p>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!<br></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0273-1800-WHRD-2X,2020,,Trump Make America Great Again Pride Ringer Tee,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/trump-keep-america-great-pride-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0273-TrumpMAGAPride.jpg?v=1592935805,"<p>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!<br></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0273-1800-WHRD-3X,2020,,Trump Make America Great Again Pride Ringer Tee,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/trump-keep-america-great-pride-ringer-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0273-TrumpMAGAPride.jpg?v=1592935805,"<p>Get your Trump PRIDE Tee and show your support for our great President. Limited Edition!<br></p>
<ul>
<li>100% Pre-shrunk Cotton</li>
<li>Colored neck and sleeve trim<br>
</li>
<li>Proudly Made in USA</li>
</ul>"
EMB-TPC-TPC0284-MAGAPRIDE-WH,2020,,Make America Great Again 2020 Pride Hat,Default Title,35.00,Yes,https://shop.donaldjtrump.com/products/make-america-great-again-2020-price-hat,https://cdn.shopify.com/s/files/1/1427/9954/products/0284-Pride2020-Front.jpg?v=1592941131,"<p>This limited-edition Trump PRIDE MAGA hat TODAY will show your support for President Donald J. Trump! Get yours while supplies last!<br></p>
<ul>
<li>Embroidered Make America Great Again logo on front</li>
<li>Embroidered American flag on left side</li>
<li>Embroidered Trump 2020 logo on back</li>
<li>Plastic Snap Closure</li>
<li>Proudly Made in USA</li>
</ul>"
SP-TPC-TPC0307-5040-RD-S,2020,,Polish Americans for Trump Tee,Small,30.00,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0307-5040-RD_Polish-M.jpg?v=1593032097,"<p>Proudly wear this Polish Americans for Trump Tee and show your support for our great President. Limited Edition!</p>
<p><span>• Fine Jersey (100% Cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0307-5040-RD-M,2020,,Polish Americans for Trump Tee,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0307-5040-RD_Polish-M.jpg?v=1593032097,"<p>Proudly wear this Polish Americans for Trump Tee and show your support for our great President. Limited Edition!</p>
<p><span>• Fine Jersey (100% Cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0307-5040-RD-L,2020,,Polish Americans for Trump Tee,Large,30.00,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0307-5040-RD_Polish-M.jpg?v=1593032097,"<p>Proudly wear this Polish Americans for Trump Tee and show your support for our great President. Limited Edition!</p>
<p><span>• Fine Jersey (100% Cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0307-5040-RD-XL,2020,,Polish Americans for Trump Tee,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0307-5040-RD_Polish-M.jpg?v=1593032097,"<p>Proudly wear this Polish Americans for Trump Tee and show your support for our great President. Limited Edition!</p>
<p><span>• Fine Jersey (100% Cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0307-5040-RD-2X,2020,,Polish Americans for Trump Tee,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0307-5040-RD_Polish-M.jpg?v=1593032097,"<p>Proudly wear this Polish Americans for Trump Tee and show your support for our great President. Limited Edition!</p>
<p><span>• Fine Jersey (100% Cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
SP-TPC-TPC0307-5040-RD-3X,2020,,Polish Americans for Trump Tee,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/0307-5040-RD_Polish-M.jpg?v=1593032097,"<p>Proudly wear this Polish Americans for Trump Tee and show your support for our great President. Limited Edition!</p>
<p><span>• Fine Jersey (100% Cotton) construction</span><br><span>• Durable rib neckband</span><br><span>• Proudly Made in USA</span></p>"
OS-TPC-TPC0306-EB100L-WH-2.5,2020,,Polish Americans for Trump Buttons - Set of 2,Default Title,5.00,Yes,https://shop.donaldjtrump.com/products/polish-americans-for-trump-buttons-set-of-2,https://cdn.shopify.com/s/files/1/1427/9954/products/0306Buttons-2.jpg?v=1593033708,"<p>Show your support wherever you go with this set of 2 Polish Americans for Trump buttons...one for you and one for a friend!</p>
<ul>
<li><span>2.5"" diameter</span></li>
<li><span>Safety pin back</span></li>
<li>
<span></span>Set of 2 identical buttons</li>
<li><span>Proudly Made in USA</span></li>
</ul>"
EMB-TPC-TPC0305-POLISHMAGA-WH,2020,,Polish Make America Great Again Hat,Default Title,35.00,Yes,https://shop.donaldjtrump.com/products/polish-make-america-great-again-hat,https://cdn.shopify.com/s/files/1/1427/9954/products/0305-Polish-Front.jpg?v=1593091944,"<p>Proudly wear this Polish inspired Make America Great Again hat and show your support for our great President.</p>
<ul>
<li>Embroidered Make America Great Again logo on front</li>
<li>Embroidered Trump on left side</li>
<li>Embroidered 2020 on right side</li>
<li>Embroidered American and Polish flags on back</li>
<li>Plastic Snap Closure</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-SM,All Products,,#BuildTheWall Tee,Small,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-mens-ss-t-shirt-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-mens.jpg?v=1519144159,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-MD,All Products,,#BuildTheWall Tee,Medium,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-mens-ss-t-shirt-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-mens.jpg?v=1519144159,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-LG,All Products,,#BuildTheWall Tee,Large,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-mens-ss-t-shirt-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-mens.jpg?v=1519144159,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-XL,All Products,,#BuildTheWall Tee,X-Large,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-mens-ss-t-shirt-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-mens.jpg?v=1519144159,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-2X,All Products,,#BuildTheWall Tee,2XL,22.50,Yes,https://shop.donaldjtrump.com/products/buildthewall-mens-ss-t-shirt-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-mens.jpg?v=1519144159,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-3X,All Products,,#BuildTheWall Tee,3XL,25.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-mens-ss-t-shirt-navy,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-mens.jpg?v=1519144159,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-SM,All Products,,#BuildTheWall Tee,Small,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-womens_3c0ed0d3-0167-4663-b6f8-d617df48fd2e.jpg?v=1530295581,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-MD,All Products,,#BuildTheWall Tee,Medium,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-womens_3c0ed0d3-0167-4663-b6f8-d617df48fd2e.jpg?v=1530295581,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-LG,All Products,,#BuildTheWall Tee,Large,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-womens_3c0ed0d3-0167-4663-b6f8-d617df48fd2e.jpg?v=1530295581,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-XL,All Products,,#BuildTheWall Tee,X-Large,20.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-womens_3c0ed0d3-0167-4663-b6f8-d617df48fd2e.jpg?v=1530295581,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-2X,All Products,,#BuildTheWall Tee,2XL,22.50,Yes,https://shop.donaldjtrump.com/products/buildthewall-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-womens_3c0ed0d3-0167-4663-b6f8-d617df48fd2e.jpg?v=1530295581,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTC-#BTW-NV-3X,All Products,,#BuildTheWall Tee,3XL,25.00,Yes,https://shop.donaldjtrump.com/products/buildthewall-tee,https://cdn.shopify.com/s/files/1/1427/9954/products/navy-build-the-wall-womens_3c0ed0d3-0167-4663-b6f8-d617df48fd2e.jpg?v=1530295581,"<p><span style=""line-height: 1.4;"">A powerful statement tee that speaks volumes with a hashtag supported by millions. <br> </span></p>
<ul>
<li>Unisex sizing</li>
<li>Fine Jersey (100% Cotton) construction</li>
<li>Durable Rib Neckband</li>
<li>Proudly Made in USA</li>
</ul>"
DTG-TPC-TPC0259-5040-WH-S,All Products,,#YouAintBlack Tee,Small,30.00,Yes,https://shop.donaldjtrump.com/products/youaintblack-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0259-5040-WH-F.jpg?v=1590170853,"<p>Joe Biden actually told Black Americans they ""AIN'T BLACK"" if they support President Donald J. Trump! Sport this shirt and make sure NO ONE forgets the words #YouAintBlack came out of Joe Biden's mouth!</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>
<iframe width=""390"" height=""300"" src=""https://www.youtube.com/embed/Txj9QY3qCuQ?rel=0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>"
DTG-TPC-TPC0259-5040-WH-M,All Products,,#YouAintBlack Tee,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/youaintblack-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0259-5040-WH-F.jpg?v=1590170853,"<p>Joe Biden actually told Black Americans they ""AIN'T BLACK"" if they support President Donald J. Trump! Sport this shirt and make sure NO ONE forgets the words #YouAintBlack came out of Joe Biden's mouth!</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>
<iframe width=""390"" height=""300"" src=""https://www.youtube.com/embed/Txj9QY3qCuQ?rel=0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>"
DTG-TPC-TPC0259-5040-WH-L,All Products,,#YouAintBlack Tee,Large,30.00,Yes,https://shop.donaldjtrump.com/products/youaintblack-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0259-5040-WH-F.jpg?v=1590170853,"<p>Joe Biden actually told Black Americans they ""AIN'T BLACK"" if they support President Donald J. Trump! Sport this shirt and make sure NO ONE forgets the words #YouAintBlack came out of Joe Biden's mouth!</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>
<iframe width=""390"" height=""300"" src=""https://www.youtube.com/embed/Txj9QY3qCuQ?rel=0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>"
DTG-TPC-TPC0259-5040-WH-XL,All Products,,#YouAintBlack Tee,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/youaintblack-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0259-5040-WH-F.jpg?v=1590170853,"<p>Joe Biden actually told Black Americans they ""AIN'T BLACK"" if they support President Donald J. Trump! Sport this shirt and make sure NO ONE forgets the words #YouAintBlack came out of Joe Biden's mouth!</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>
<iframe width=""390"" height=""300"" src=""https://www.youtube.com/embed/Txj9QY3qCuQ?rel=0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>"
DTG-TPC-TPC0259-5040-WH-2X,All Products,,#YouAintBlack Tee,2XL,32.50,Yes,https://shop.donaldjtrump.com/products/youaintblack-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0259-5040-WH-F.jpg?v=1590170853,"<p>Joe Biden actually told Black Americans they ""AIN'T BLACK"" if they support President Donald J. Trump! Sport this shirt and make sure NO ONE forgets the words #YouAintBlack came out of Joe Biden's mouth!</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>
<iframe width=""390"" height=""300"" src=""https://www.youtube.com/embed/Txj9QY3qCuQ?rel=0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>"
DTG-TPC-TPC0259-5040-WH-3X,All Products,,#YouAintBlack Tee,3XL,35.00,Yes,https://shop.donaldjtrump.com/products/youaintblack-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0259-5040-WH-F.jpg?v=1590170853,"<p>Joe Biden actually told Black Americans they ""AIN'T BLACK"" if they support President Donald J. Trump! Sport this shirt and make sure NO ONE forgets the words #YouAintBlack came out of Joe Biden's mouth!</p>
<p>• Fine Jersey (100% cotton) construction<br>• Durable rib neckband<br>• Proudly Made in USA</p>
<iframe width=""390"" height=""300"" src=""https://www.youtube.com/embed/Txj9QY3qCuQ?rel=0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen=""""></iframe>"
SP-TPC-TPC0174-5040-WH-S,All Products,,America First Tee,Small,30.00,Yes,https://shop.donaldjtrump.com/products/america-first-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0174-5040-WH-F.png?v=1574112955,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>We finally have a President that puts AMERICA first.</p>
<p>America is strong again, safe again, GREAT again.</p>
<ul>
<li><span>Unisex sizing</span></li>
<li><span>Fine Jersey (100% cotton) construction</span></li>
<li><span>Durable rib neckband</span></li>
<li><span>Proudly Made in USA</span></li>
</ul>"
SP-TPC-TPC0174-5040-WH-M,All Products,,America First Tee,Medium,30.00,Yes,https://shop.donaldjtrump.com/products/america-first-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0174-5040-WH-F.png?v=1574112955,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>We finally have a President that puts AMERICA first.</p>
<p>America is strong again, safe again, GREAT again.</p>
<ul>
<li><span>Unisex sizing</span></li>
<li><span>Fine Jersey (100% cotton) construction</span></li>
<li><span>Durable rib neckband</span></li>
<li><span>Proudly Made in USA</span></li>
</ul>"
SP-TPC-TPC0174-5040-WH-L,All Products,,America First Tee,Large,30.00,Yes,https://shop.donaldjtrump.com/products/america-first-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0174-5040-WH-F.png?v=1574112955,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>We finally have a President that puts AMERICA first.</p>
<p>America is strong again, safe again, GREAT again.</p>
<ul>
<li><span>Unisex sizing</span></li>
<li><span>Fine Jersey (100% cotton) construction</span></li>
<li><span>Durable rib neckband</span></li>
<li><span>Proudly Made in USA</span></li>
</ul>"
SP-TPC-TPC0174-5040-WH-XL,All Products,,America First Tee,X-Large,30.00,Yes,https://shop.donaldjtrump.com/products/america-first-tee-1,https://cdn.shopify.com/s/files/1/1427/9954/products/0174-5040-WH-F.png?v=1574112955,"<p>Show your support for re-electing President Donald J. Trump! Let everyone know who you are voting for in 2020.</p>
<p>We finally have a President that puts AMERICA first.</p>
<p>America is strong again, safe again, GREAT again.</p>
<ul>
<li><span>Unisex sizing</span></li>
<li><span>Fine Jersey (100% cotton) construction</span></li>
<li><span>Durable rib neckband</span></li>
<li><span>Proudly Made in USA</span></li>
</ul>"
